ID,Name,gds,description,sample_id,type
,,GDS1747,,GSM99334,
6575.0,GDS1748_1,GDS1748,E14.5,GSM96563,development stage
,,GDS1748,,GSM96564,
,,GDS1748,,GSM96565,
,,GDS1748,,GSM96566,
6576.0,GDS1748_2,GDS1748,E18.5,GSM96567,development stage
,,GDS1748,,GSM96568,
,,GDS1748,,GSM96569,
,,GDS1748,,GSM96570,
6577.0,GDS1748_3,GDS1748,control,GSM96563,genotype/variation
,,GDS1748,,GSM96564,
,,GDS1748,,GSM96567,
,,GDS1748,,GSM96568,
6578.0,GDS1748_4,GDS1748,Lim1 null mutant,GSM96565,genotype/variation
,,GDS1748,,GSM96566,
,,GDS1748,,GSM96569,
,,GDS1748,,GSM96570,
6579.0,GDS1750_1,GDS1750,Granta-519,GSM95562,cell line
6580.0,GDS1750_2,GDS1750,JeKo-1,GSM95563,cell line
6581.0,GDS1750_3,GDS1750,NCEB1,GSM95564,cell line
6582.0,GDS1750_4,GDS1750,REC,GSM95565,cell line
,,GDS1750,,GSM95566,
6583.0,GDS1752_1,GDS1752,0.2 g/L glucose,GSM95002,dose
,,GDS1752,,GSM95003,
,,GDS1752,,GSM95004,
,,GDS1752,,GSM95005,
,,GDS1752,,GSM95006,
,,GDS1752,,GSM95007,
,,GDS1752,,GSM95008,
,,GDS1752,,GSM95009,
,,GDS1752,,GSM95010,
,,GDS1752,,GSM95011,
,,GDS1752,,GSM95012,
,,GDS1752,,GSM95013,
6584.0,GDS1752_2,GDS1752,2 g/L glucose,GSM94988,dose
,,GDS1752,,GSM94989,
,,GDS1752,,GSM94990,
,,GDS1752,,GSM94991,
,,GDS1752,,GSM94992,
,,GDS1752,,GSM94993,
,,GDS1752,,GSM94994,
,,GDS1752,,GSM94995,
,,GDS1752,,GSM94996,
,,GDS1752,,GSM94997,
,,GDS1752,,GSM94998,
,,GDS1752,,GSM94999,
,,GDS1752,,GSM95000,
,,GDS1752,,GSM95001,
6585.0,GDS1752_3,GDS1752,2 min,GSM95003,time
6586.0,GDS1752_4,GDS1752,3 min,GSM94995,time
6587.0,GDS1752_5,GDS1752,4 min,GSM95005,time
6588.0,GDS1752_6,GDS1752,5 min,GSM94997,time
6589.0,GDS1752_7,GDS1752,6 min,GSM95007,time
6590.0,GDS1752_8,GDS1752,7 min,GSM94999,time
6591.0,GDS1752_9,GDS1752,8 min,GSM95009,time
6592.0,GDS1752_10,GDS1752,10 min,GSM94988,time
,,GDS1752,,GSM95010,
6593.0,GDS1752_11,GDS1752,15 min,GSM94989,time
,,GDS1752,,GSM95011,
6594.0,GDS1752_12,GDS1752,20 min,GSM94991,time
,,GDS1752,,GSM95012,
6595.0,GDS1752_13,GDS1752,30 min,GSM94992,time
,,GDS1752,,GSM95013,
6596.0,GDS1752_14,GDS1752,45 min,GSM94993,time
,,GDS1752,,GSM95002,
6597.0,GDS1752_15,GDS1752,90 min,GSM94994,time
,,GDS1752,,GSM95004,
6598.0,GDS1752_16,GDS1752,120 min,GSM94996,time
,,GDS1752,,GSM95006,
6599.0,GDS1752_17,GDS1752,150 min,GSM94998,time
,,GDS1752,,GSM95008,
6600.0,GDS1752_18,GDS1752,180 min,GSM95000,time
6601.0,GDS1752_19,GDS1752,210 min,GSM95001,time
6602.0,GDS1752_20,GDS1752,240 min,GSM94990,time
6603.0,GDS1753_1,GDS1753,control,GSM93635,dose
,,GDS1753,,GSM93638,
,,GDS1753,,GSM93641,
,,GDS1753,,GSM93644,
,,GDS1753,,GSM93645,
,,GDS1753,,GSM93649,
,,GDS1753,,GSM93650,
6604.0,GDS1753_2,GDS1753,100 ng per ml,GSM93646,dose
,,GDS1753,,GSM93648,
6605.0,GDS1753_3,GDS1753,1 ug per ml,GSM93636,dose
,,GDS1753,,GSM93637,
,,GDS1753,,GSM93639,
,,GDS1753,,GSM93640,
,,GDS1753,,GSM93642,
,,GDS1753,,GSM93643,
,,GDS1753,,GSM93647,
6606.0,GDS1753_4,GDS1753,0 h,GSM93635,time
,,GDS1753,,GSM93638,
,,GDS1753,,GSM93649,
6607.0,GDS1753_5,GDS1753,0.5 h,GSM93642,time
,,GDS1753,,GSM93643,
6608.0,GDS1753_6,GDS1753,2 h,GSM93639,time
,,GDS1753,,GSM93646,
,,GDS1753,,GSM93647,
6609.0,GDS1753_7,GDS1753,12 h,GSM93637,time
,,GDS1753,,GSM93640,
,,GDS1753,,GSM93641,
,,GDS1753,,GSM93644,
,,GDS1753,,GSM93648,
6610.0,GDS1753_8,GDS1753,24 h,GSM93636,time
,,GDS1753,,GSM93645,
,,GDS1753,,GSM93650,
6611.0,GDS1756_1,GDS1756,wild-type,GSM53344,genotype/variation
,,GDS1756,,GSM53345,
,,GDS1756,,GSM53346,
,,GDS1756,,GSM53350,
,,GDS1756,,GSM53351,
,,GDS1756,,GSM53352,
,,GDS1756,,GSM53355,
,,GDS1756,,GSM53356,
,,GDS1756,,GSM53359,
,,GDS1756,,GSM53360,
6612.0,GDS1756_2,GDS1756,SCA1 model,GSM53341,genotype/variation
,,GDS1756,,GSM53342,
,,GDS1756,,GSM53343,
,,GDS1756,,GSM53347,
,,GDS1756,,GSM53348,
,,GDS1756,,GSM53349,
,,GDS1756,,GSM53353,
,,GDS1756,,GSM53354,
,,GDS1756,,GSM53357,
,,GDS1756,,GSM53358,
6613.0,GDS1756_3,GDS1756,cerebellum,GSM53341,tissue
,,GDS1756,,GSM53342,
,,GDS1756,,GSM53343,
,,GDS1756,,GSM53344,
,,GDS1756,,GSM53345,
,,GDS1756,,GSM53346,
,,GDS1756,,GSM53353,
,,GDS1756,,GSM53354,
,,GDS1756,,GSM53355,
,,GDS1756,,GSM53356,
6614.0,GDS1756_4,GDS1756,forebrain,GSM53347,tissue
,,GDS1756,,GSM53348,
,,GDS1756,,GSM53349,
,,GDS1756,,GSM53350,
,,GDS1756,,GSM53351,
,,GDS1756,,GSM53352,
,,GDS1756,,GSM53357,
,,GDS1756,,GSM53358,
,,GDS1756,,GSM53359,
,,GDS1756,,GSM53360,
6615.0,GDS1756_5,GDS1756,4 weeks,GSM53341,age
,,GDS1756,,GSM53342,
,,GDS1756,,GSM53343,
,,GDS1756,,GSM53344,
,,GDS1756,,GSM53345,
,,GDS1756,,GSM53346,
,,GDS1756,,GSM53347,
,,GDS1756,,GSM53348,
,,GDS1756,,GSM53349,
,,GDS1756,,GSM53350,
,,GDS1756,,GSM53351,
,,GDS1756,,GSM53352,
6616.0,GDS1756_6,GDS1756,12 weeks,GSM53353,age
,,GDS1756,,GSM53354,
,,GDS1756,,GSM53355,
,,GDS1756,,GSM53356,
,,GDS1756,,GSM53357,
,,GDS1756,,GSM53358,
,,GDS1756,,GSM53359,
,,GDS1756,,GSM53360,
6617.0,GDS1757_1,GDS1757,light,GSM77055,protocol
,,GDS1757,,GSM77056,
,,GDS1757,,GSM77057,
,,GDS1757,,GSM77058,
,,GDS1757,,GSM77059,
,,GDS1757,,GSM77060,
,,GDS1757,,GSM77061,
,,GDS1757,,GSM77062,
,,GDS1757,,GSM77063,
6618.0,GDS1757_2,GDS1757,dark,GSM77064,protocol
,,GDS1757,,GSM77065,
,,GDS1757,,GSM77066,
,,GDS1757,,GSM77067,
,,GDS1757,,GSM77068,
,,GDS1757,,GSM77069,
,,GDS1757,,GSM77070,
,,GDS1757,,GSM77071,
,,GDS1757,,GSM77072,
6619.0,GDS1757_3,GDS1757,0 h,GSM77055,time
,,GDS1757,,GSM77056,
,,GDS1757,,GSM77057,
6620.0,GDS1757_4,GDS1757,4 h,GSM77058,time
,,GDS1757,,GSM77059,
,,GDS1757,,GSM77060,
6621.0,GDS1757_5,GDS1757,8 h,GSM77061,time
,,GDS1757,,GSM77062,
,,GDS1757,,GSM77063,
6622.0,GDS1757_6,GDS1757,12 h,GSM77064,time
,,GDS1757,,GSM77065,
,,GDS1757,,GSM77066,
6623.0,GDS1757_7,GDS1757,16 h,GSM77067,time
,,GDS1757,,GSM77068,
,,GDS1757,,GSM77069,
6624.0,GDS1757_8,GDS1757,20 h,GSM77070,time
,,GDS1757,,GSM77071,
,,GDS1757,,GSM77072,
6625.0,GDS1758_1,GDS1758,conjunctiva,GSM48026,tissue
,,GDS1758,,GSM48027,
,,GDS1758,,GSM48028,
,,GDS1758,,GSM48037,
6626.0,GDS1758_2,GDS1758,pterygium,GSM48029,tissue
,,GDS1758,,GSM48030,
,,GDS1758,,GSM48031,
,,GDS1758,,GSM48032,
,,GDS1758,,GSM48033,
,,GDS1758,,GSM48034,
,,GDS1758,,GSM48035,
,,GDS1758,,GSM48036,
6627.0,GDS1759_1,GDS1759,retina,GSM53325,tissue
,,GDS1759,,GSM53326,
,,GDS1759,,GSM53327,
,,GDS1759,,GSM53328,
,,GDS1759,,GSM53329,
,,GDS1759,,GSM53330,
,,GDS1759,,GSM53334,
,,GDS1759,,GSM53335,
,,GDS1759,,GSM53336,
,,GDS1759,,GSM53337,
,,GDS1759,,GSM53338,
,,GDS1759,,GSM53339,
6628.0,GDS1759_2,GDS1759,pineal gland,GSM53331,tissue
,,GDS1759,,GSM53332,
,,GDS1759,,GSM53333,
,,GDS1759,,GSM53340,
6629.0,GDS1759_3,GDS1759,constant dim light,GSM53328,protocol
,,GDS1759,,GSM53329,
,,GDS1759,,GSM53330,
,,GDS1759,,GSM53332,
,,GDS1759,,GSM53337,
,,GDS1759,,GSM53338,
,,GDS1759,,GSM53339,
,,GDS1759,,GSM53340,
6630.0,GDS1759_4,GDS1759,light-dark cycle,GSM53325,protocol
,,GDS1759,,GSM53326,
,,GDS1759,,GSM53327,
,,GDS1759,,GSM53331,
,,GDS1759,,GSM53334,
,,GDS1759,,GSM53335,
,,GDS1759,,GSM53336,
,,GDS1759,,GSM53333,
6631.0,GDS1759_5,GDS1759,CT 6,GSM53328,time
,,GDS1759,,GSM53329,
,,GDS1759,,GSM53330,
,,GDS1759,,GSM53332,
6632.0,GDS1759_6,GDS1759,CT 18,GSM53337,time
,,GDS1759,,GSM53338,
,,GDS1759,,GSM53339,
,,GDS1759,,GSM53340,
6633.0,GDS1759_7,GDS1759,ZT 6,GSM53325,time
,,GDS1759,,GSM53326,
,,GDS1759,,GSM53327,
,,GDS1759,,GSM53331,
6634.0,GDS1759_8,GDS1759,ZT 18,GSM53334,time
,,GDS1759,,GSM53335,
,,GDS1759,,GSM53336,
,,GDS1759,,GSM53333,
6635.0,GDS1760_1,GDS1760,neonatal diploid fibroblasts,GSM33930,cell type
,,GDS1760,,GSM33931,
,,GDS1760,,GSM33932,
,,GDS1760,,GSM33933,
,,GDS1760,,GSM33934,
,,GDS1760,,GSM33935,
6636.0,GDS1760_2,GDS1760,umbilical vein endothelial cells,GSM33936,cell type
,,GDS1760,,GSM33937,
,,GDS1760,,GSM33938,
,,GDS1760,,GSM33939,
,,GDS1760,,GSM33940,
,,GDS1760,,GSM33941,
6637.0,GDS1760_3,GDS1760,PDL 104,GSM33930,time
,,GDS1760,,GSM33931,
6638.0,GDS1760_4,GDS1760,PDL 105,GSM33936,time
,,GDS1760,,GSM33937,
6639.0,GDS1760_5,GDS1760,PDL 145,GSM33938,time
,,GDS1760,,GSM33939,
6640.0,GDS1760_6,GDS1760,PDL 148,GSM33932,time
,,GDS1760,,GSM33933,
6641.0,GDS1760_7,GDS1760,PDL 216,GSM33934,time
,,GDS1760,,GSM33935,
,,GDS1760,,GSM33940,
,,GDS1760,,GSM33941,
6642.0,GDS1761_1,GDS1761,breast tumor,GSM35908,cell line
,,GDS1761,,GSM35909,
,,GDS1761,,GSM35910,
,,GDS1761,,GSM35911,
,,GDS1761,,GSM35912,
,,GDS1761,,GSM35913,
,,GDS1761,,GSM35914,
,,GDS1761,,GSM35915,
,,GDS1761,,GSM35916,
6643.0,GDS1761_2,GDS1761,CNS tumor,GSM35917,cell line
,,GDS1761,,GSM35918,
,,GDS1761,,GSM35919,
,,GDS1761,,GSM35920,
,,GDS1761,,GSM35921,
,,GDS1761,,GSM35922,
6644.0,GDS1761_3,GDS1761,colon tumor,GSM35923,cell line
,,GDS1761,,GSM35924,
,,GDS1761,,GSM35925,
,,GDS1761,,GSM35926,
,,GDS1761,,GSM35927,
,,GDS1761,,GSM35928,
,,GDS1761,,GSM35929,
6645.0,GDS1761_4,GDS1761,leukemia,GSM35930,cell line
,,GDS1761,,GSM35931,
,,GDS1761,,GSM35932,
,,GDS1761,,GSM35933,
,,GDS1761,,GSM35934,
,,GDS1761,,GSM35935,
,,GDS1761,,GSM35936,
,,GDS1761,,GSM35937,
6646.0,GDS1761_5,GDS1761,melanoma,GSM35938,cell line
,,GDS1761,,GSM35939,
,,GDS1761,,GSM35940,
,,GDS1761,,GSM35941,
,,GDS1761,,GSM35942,
,,GDS1761,,GSM35943,
,,GDS1761,,GSM35944,
,,GDS1761,,GSM35945,
6647.0,GDS1761_6,GDS1761,non-small cell lung cancer (NSCLC),GSM35946,cell line
,,GDS1761,,GSM35947,
,,GDS1761,,GSM35948,
,,GDS1761,,GSM35949,
,,GDS1761,,GSM35950,
,,GDS1761,,GSM35951,
,,GDS1761,,GSM35952,
,,GDS1761,,GSM35953,
,,GDS1761,,GSM35954,
6648.0,GDS1761_7,GDS1761,ovarian tumor,GSM35955,cell line
,,GDS1761,,GSM35956,
,,GDS1761,,GSM35957,
,,GDS1761,,GSM35958,
,,GDS1761,,GSM35959,
,,GDS1761,,GSM35960,
6649.0,GDS1761_8,GDS1761,prostate tumor,GSM35961,cell line
,,GDS1761,,GSM35962,
6650.0,GDS1761_9,GDS1761,renal tumor,GSM35963,cell line
,,GDS1761,,GSM35964,
,,GDS1761,,GSM35965,
,,GDS1761,,GSM35966,
,,GDS1761,,GSM35967,
,,GDS1761,,GSM35968,
,,GDS1761,,GSM35969,
,,GDS1761,,GSM35970,
6651.0,GDS1761_10,GDS1761,unknown,GSM35971,cell line
6652.0,GDS1763_1,GDS1763,PO,GSM40122,strain
,,GDS1763,,GSM40123,
6653.0,GDS1763_2,GDS1763,ICR,GSM40124,strain
6654.0,GDS1763_3,GDS1763,129/Sv,GSM40110,strain
6655.0,GDS1763_4,GDS1763,gelatin w/ EMFIs,GSM40122,growth protocol
,,GDS1763,,GSM40124,
6656.0,GDS1763_5,GDS1763,plastic w/o EMFIs,GSM40123,growth protocol
6657.0,GDS1763_6,GDS1763,gelatin w/o EMFIs,GSM40110,growth protocol
6658.0,GDS1763_7,GDS1763,embryonic stem (ES),GSM40110,cell type
6659.0,GDS1763_8,GDS1763,extra-embryonic endoderm (XEN),GSM40122,cell type
,,GDS1763,,GSM40123,
,,GDS1763,,GSM40124,
6660.0,GDS1763_9,GDS1763,IM8A1-I,GSM40122,cell line
6661.0,GDS1763_10,GDS1763,IM8A1-II,GSM40123,cell line
6662.0,GDS1763_11,GDS1763,XEN1-3,GSM40124,cell line
6663.0,GDS1763_12,GDS1763,R1,GSM40110,cell line
6664.0,GDS1764_1,GDS1764,diamide,GSM37718,agent
,,GDS1764,,GSM37720,
,,GDS1764,,GSM37721,
,,GDS1764,,GSM37722,
,,GDS1764,,GSM37723,
6665.0,GDS1764_2,GDS1764,H2O2,GSM37724,agent
,,GDS1764,,GSM37725,
,,GDS1764,,GSM37726,
,,GDS1764,,GSM37728,
,,GDS1764,,GSM37730,
,,GDS1764,,GSM38539,
6666.0,GDS1764_3,GDS1764,menadione,GSM37731,agent
,,GDS1764,,GSM37732,
,,GDS1764,,GSM37733,
,,GDS1764,,GSM37734,
,,GDS1764,,GSM37735,
6667.0,GDS1764_4,GDS1764,0.25 hour,GSM37718,time
,,GDS1764,,GSM37724,
6668.0,GDS1764_5,GDS1764,0.5 hour,GSM37720,time
,,GDS1764,,GSM37725,
,,GDS1764,,GSM37731,
6669.0,GDS1764_6,GDS1764,1 hour,GSM37721,time
,,GDS1764,,GSM37726,
,,GDS1764,,GSM37732,
6670.0,GDS1764_7,GDS1764,3 hours,GSM37722,time
,,GDS1764,,GSM37728,
,,GDS1764,,GSM37733,
6671.0,GDS1764_8,GDS1764,6 hours,GSM37723,time
,,GDS1764,,GSM37734,
,,GDS1764,,GSM38539,
6672.0,GDS1764_9,GDS1764,9 hours,GSM37730,time
,,GDS1764,,GSM37735,
6673.0,GDS1765_1,GDS1765,extraocular muscle,GSM16840,cell type
,,GDS1765,,GSM16841,
,,GDS1765,,GSM16842,
,,GDS1765,,GSM16843,
,,GDS1765,,GSM16844,
,,GDS1765,,GSM16845,
,,GDS1765,,GSM16846,
,,GDS1765,,GSM16847,
,,GDS1765,,GSM16848,
,,GDS1765,,GSM16849,
,,GDS1765,,GSM16850,
,,GDS1765,,GSM16851,
,,GDS1765,,GSM16852,
,,GDS1765,,GSM16853,
,,GDS1765,,GSM16854,
6674.0,GDS1765_2,GDS1765,hindlimb muscle,GSM16855,cell type
,,GDS1765,,GSM16856,
,,GDS1765,,GSM16857,
,,GDS1765,,GSM16858,
,,GDS1765,,GSM16859,
,,GDS1765,,GSM16860,
,,GDS1765,,GSM16861,
,,GDS1765,,GSM16862,
,,GDS1765,,GSM16863,
,,GDS1765,,GSM16957,
,,GDS1765,,GSM16958,
,,GDS1765,,GSM16959,
,,GDS1765,,GSM16960,
,,GDS1765,,GSM16961,
,,GDS1765,,GSM16962,
6675.0,GDS1765_3,GDS1765,0 h,GSM16840,time
,,GDS1765,,GSM16841,
,,GDS1765,,GSM16842,
,,GDS1765,,GSM16855,
,,GDS1765,,GSM16856,
,,GDS1765,,GSM16857,
6676.0,GDS1765_4,GDS1765,4 h,GSM16843,time
,,GDS1765,,GSM16844,
,,GDS1765,,GSM16845,
,,GDS1765,,GSM16858,
,,GDS1765,,GSM16859,
,,GDS1765,,GSM16860,
6677.0,GDS1765_5,GDS1765,12 h,GSM16846,time
,,GDS1765,,GSM16847,
,,GDS1765,,GSM16848,
,,GDS1765,,GSM16861,
,,GDS1765,,GSM16862,
,,GDS1765,,GSM16863,
6678.0,GDS1765_6,GDS1765,24 h,GSM16849,time
,,GDS1765,,GSM16850,
,,GDS1765,,GSM16851,
,,GDS1765,,GSM16957,
,,GDS1765,,GSM16958,
,,GDS1765,,GSM16959,
6679.0,GDS1765_7,GDS1765,48 h,GSM16852,time
,,GDS1765,,GSM16853,
,,GDS1765,,GSM16854,
,,GDS1765,,GSM16960,
,,GDS1765,,GSM16961,
,,GDS1765,,GSM16962,
6680.0,GDS1766_1,GDS1766,extraocular muscle,GSM16963,cell type
,,GDS1766,,GSM16964,
,,GDS1766,,GSM16965,
,,GDS1766,,GSM16966,
,,GDS1766,,GSM16967,
,,GDS1766,,GSM16968,
,,GDS1766,,GSM16969,
,,GDS1766,,GSM16970,
,,GDS1766,,GSM16971,
,,GDS1766,,GSM16972,
,,GDS1766,,GSM16973,
,,GDS1766,,GSM16974,
,,GDS1766,,GSM16975,
,,GDS1766,,GSM16976,
,,GDS1766,,GSM16977,
6681.0,GDS1766_2,GDS1766,hindllimb muscle,GSM16995,cell type
,,GDS1766,,GSM17004,
,,GDS1766,,GSM17005,
,,GDS1766,,GSM17010,
,,GDS1766,,GSM17011,
,,GDS1766,,GSM17012,
,,GDS1766,,GSM17013,
,,GDS1766,,GSM17014,
,,GDS1766,,GSM17015,
,,GDS1766,,GSM17016,
,,GDS1766,,GSM17017,
,,GDS1766,,GSM17018,
,,GDS1766,,GSM17019,
,,GDS1766,,GSM17020,
,,GDS1766,,GSM17021,
6682.0,GDS1766_3,GDS1766,0 h,GSM16963,time
,,GDS1766,,GSM16964,
,,GDS1766,,GSM16965,
,,GDS1766,,GSM16995,
,,GDS1766,,GSM17004,
,,GDS1766,,GSM17005,
6683.0,GDS1766_4,GDS1766,4 h,GSM16966,time
,,GDS1766,,GSM16967,
,,GDS1766,,GSM16968,
,,GDS1766,,GSM17010,
,,GDS1766,,GSM17011,
,,GDS1766,,GSM17012,
6684.0,GDS1766_5,GDS1766,12 h,GSM16969,time
,,GDS1766,,GSM16970,
,,GDS1766,,GSM16971,
,,GDS1766,,GSM17013,
,,GDS1766,,GSM17014,
,,GDS1766,,GSM17015,
6685.0,GDS1766_6,GDS1766,24 h,GSM16972,time
,,GDS1766,,GSM16973,
,,GDS1766,,GSM16974,
,,GDS1766,,GSM17016,
,,GDS1766,,GSM17017,
,,GDS1766,,GSM17018,
6686.0,GDS1766_7,GDS1766,48 h,GSM16975,time
,,GDS1766,,GSM16976,
,,GDS1766,,GSM16977,
,,GDS1766,,GSM17019,
,,GDS1766,,GSM17020,
,,GDS1766,,GSM17021,
6687.0,GDS1767_1,GDS1767,6 wk,GSM17229,age
,,GDS1767,,GSM17230,
,,GDS1767,,GSM17231,
,,GDS1767,,GSM17232,
,,GDS1767,,GSM17233,
,,GDS1767,,GSM17234,
,,GDS1767,,GSM17235,
,,GDS1767,,GSM17236,
,,GDS1767,,GSM17237,
,,GDS1767,,GSM17247,
,,GDS1767,,GSM17248,
,,GDS1767,,GSM17249,
6688.0,GDS1767_2,GDS1767,12 wk,GSM17250,age
,,GDS1767,,GSM17251,
,,GDS1767,,GSM17252,
,,GDS1767,,GSM17253,
,,GDS1767,,GSM17254,
,,GDS1767,,GSM17255,
,,GDS1767,,GSM17256,
,,GDS1767,,GSM17257,
,,GDS1767,,GSM17258,
,,GDS1767,,GSM17259,
,,GDS1767,,GSM17260,
,,GDS1767,,GSM17261,
6689.0,GDS1767_3,GDS1767,adipose,GSM17229,tissue
,,GDS1767,,GSM17230,
,,GDS1767,,GSM17231,
,,GDS1767,,GSM17232,
,,GDS1767,,GSM17250,
,,GDS1767,,GSM17251,
,,GDS1767,,GSM17252,
,,GDS1767,,GSM17253,
6690.0,GDS1767_4,GDS1767,muscle,GSM17233,tissue
,,GDS1767,,GSM17234,
,,GDS1767,,GSM17235,
,,GDS1767,,GSM17236,
,,GDS1767,,GSM17254,
,,GDS1767,,GSM17255,
,,GDS1767,,GSM17256,
,,GDS1767,,GSM17257,
6691.0,GDS1767_5,GDS1767,liver,GSM17237,tissue
,,GDS1767,,GSM17247,
,,GDS1767,,GSM17248,
,,GDS1767,,GSM17249,
,,GDS1767,,GSM17258,
,,GDS1767,,GSM17259,
,,GDS1767,,GSM17260,
,,GDS1767,,GSM17261,
6692.0,GDS1768_1,GDS1768,1 h,GSM25346,time
,,GDS1768,,GSM25347,
,,GDS1768,,GSM25354,
,,GDS1768,,GSM25704,
6693.0,GDS1768_2,GDS1768,4 h,GSM25705,time
,,GDS1768,,GSM25706,
,,GDS1768,,GSM25707,
,,GDS1768,,GSM25708,
,,GDS1768,,GSM25709,
6694.0,GDS1768_3,GDS1768,10 h,GSM25710,time
,,GDS1768,,GSM25711,
,,GDS1768,,GSM25712,
,,GDS1768,,GSM25713,
6695.0,GDS1768_4,GDS1768,24 h,GSM25714,time
,,GDS1768,,GSM25715,
,,GDS1768,,GSM25716,
,,GDS1768,,GSM25717,
,,GDS1768,,GSM25718,
6696.0,GDS1769_1,GDS1769,0 d,GSM33584,time
,,GDS1769,,GSM33585,
6697.0,GDS1769_2,GDS1769,1 d,GSM33586,time
,,GDS1769,,GSM33587,
6698.0,GDS1769_3,GDS1769,3 d,GSM33588,time
,,GDS1769,,GSM33589,
6699.0,GDS1769_4,GDS1769,7 d,GSM33590,time
,,GDS1769,,GSM33591,
6700.0,GDS1769_5,GDS1769,14 d,GSM33592,time
,,GDS1769,,GSM33593,
6701.0,GDS1771_1,GDS1771,16 cell stage,GSM95611,development stage
,,GDS1771,,GSM95612,
6702.0,GDS1771_2,GDS1771,5 hours post fertilization,GSM95613,development stage
6703.0,GDS1771_3,GDS1771,9 hours post fertilization,GSM95614,development stage
,,GDS1771,,GSM95615,
,,GDS1771,,GSM95616,
,,GDS1771,,GSM95617,
,,GDS1771,,GSM95618,
,,GDS1771,,GSM95619,
,,GDS1771,,GSM95620,
,,GDS1771,,GSM95621,
,,GDS1771,,GSM95622,
,,GDS1771,,GSM95623,
,,GDS1771,,GSM95624,
,,GDS1771,,GSM95625,
6704.0,GDS1771_4,GDS1771,wild type,GSM95611,genotype/variation
,,GDS1771,,GSM95612,
,,GDS1771,,GSM95613,
,,GDS1771,,GSM95623,
,,GDS1771,,GSM95624,
,,GDS1771,,GSM95625,
,,GDS1771,,GSM95620,
,,GDS1771,,GSM95621,
,,GDS1771,,GSM95622,
6705.0,GDS1771_5,GDS1771,injected with miR-430,GSM95620,protocol
,,GDS1771,,GSM95621,
,,GDS1771,,GSM95622,
,,GDS1771,,GSM95614,
,,GDS1771,,GSM95615,
,,GDS1771,,GSM95616,
6706.0,GDS1771_6,GDS1771,MZdicer mutant,GSM95617,genotype/variation
,,GDS1771,,GSM95618,
,,GDS1771,,GSM95619,
,,GDS1771,,GSM95614,
,,GDS1771,,GSM95615,
,,GDS1771,,GSM95616,
6707.0,GDS1771_7,GDS1771,not applicable,GSM95617,protocol
,,GDS1771,,GSM95618,
,,GDS1771,,GSM95619,
,,GDS1771,,GSM95611,
,,GDS1771,,GSM95612,
,,GDS1771,,GSM95613,
,,GDS1771,,GSM95623,
,,GDS1771,,GSM95624,
,,GDS1771,,GSM95625,
6708.0,GDS1772_1,GDS1772,control,GSM95386,stress
,,GDS1772,,GSM95397,
,,GDS1772,,GSM95549,
,,GDS1772,,GSM95551,
,,GDS1772,,GSM95577,
,,GDS1772,,GSM95579,
,,GDS1772,,GSM95581,
,,GDS1772,,GSM95584,
6709.0,GDS1772_2,GDS1772,hypoxia,GSM95554,stress
,,GDS1772,,GSM95558,
,,GDS1772,,GSM95555,
,,GDS1772,,GSM95559,
,,GDS1772,,GSM95556,
,,GDS1772,,GSM95560,
,,GDS1772,,GSM95557,
,,GDS1772,,GSM95561,
,,GDS1772,,GSM95396,
,,GDS1772,,GSM95398,
,,GDS1772,,GSM95550,
,,GDS1772,,GSM95552,
,,GDS1772,,GSM95582,
,,GDS1772,,GSM95585,
,,GDS1772,,GSM95578,
,,GDS1772,,GSM95580,
,,GDS1772,,GSM95583,
,,GDS1772,,GSM95586,
6710.0,GDS1772_3,GDS1772,hypoxia 1 hr reoxygenation,GSM95572,stress
,,GDS1772,,GSM95574,
6711.0,GDS1772_4,GDS1772,hypoxia 4 hr reoxygenation,GSM95573,stress
,,GDS1772,,GSM95575,
6712.0,GDS1772_5,GDS1772,RCC4,GSM95386,cell line
,,GDS1772,,GSM95396,
,,GDS1772,,GSM95549,
,,GDS1772,,GSM95550,
,,GDS1772,,GSM95554,
,,GDS1772,,GSM95555,
,,GDS1772,,GSM95556,
,,GDS1772,,GSM95557,
,,GDS1772,,GSM95572,
,,GDS1772,,GSM95573,
,,GDS1772,,GSM95397,
,,GDS1772,,GSM95398,
,,GDS1772,,GSM95551,
,,GDS1772,,GSM95552,
,,GDS1772,,GSM95558,
,,GDS1772,,GSM95559,
,,GDS1772,,GSM95560,
,,GDS1772,,GSM95561,
,,GDS1772,,GSM95574,
,,GDS1772,,GSM95575,
6713.0,GDS1772_6,GDS1772,H1299,GSM95577,cell line
,,GDS1772,,GSM95578,
,,GDS1772,,GSM95579,
,,GDS1772,,GSM95580,
6714.0,GDS1772_7,GDS1772,HCT116,GSM95581,cell line
,,GDS1772,,GSM95582,
,,GDS1772,,GSM95583,
,,GDS1772,,GSM95584,
,,GDS1772,,GSM95585,
,,GDS1772,,GSM95586,
6715.0,GDS1772_8,GDS1772,vhl minus,GSM95386,genotype/variation
,,GDS1772,,GSM95396,
,,GDS1772,,GSM95549,
,,GDS1772,,GSM95550,
,,GDS1772,,GSM95554,
,,GDS1772,,GSM95555,
,,GDS1772,,GSM95556,
,,GDS1772,,GSM95557,
,,GDS1772,,GSM95572,
,,GDS1772,,GSM95573,
6716.0,GDS1772_9,GDS1772,vhl plus,GSM95397,genotype/variation
,,GDS1772,,GSM95398,
,,GDS1772,,GSM95551,
,,GDS1772,,GSM95552,
,,GDS1772,,GSM95558,
