gse,web_link
GSE15918,
GSE15919,
GSE15920,
GSE15921,
GSE15922,
GSE15923,
GSE15924,
GSE15925,
GSE15926,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15927,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15928,
GSE15930,
GSE15931,
GSE15932,
GSE15933,
GSE15934,
GSE15935,
GSE15936,
GSE15937,
GSE15938,
GSE15939,
GSE15940,
GSE15941,
GSE15942,
GSE15943,
GSE15944,
GSE15945,
GSE15946,
GSE15947,
GSE15948,
GSE15949,
GSE15950,
GSE15951,
GSE15952,
GSE15953,
GSE15954,
GSE15955,
GSE15956,
GSE15957,http://www.microarray.fr
GSE15958,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15959,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15960,
GSE15961,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15962,
GSE15963,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15964,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15965,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15966,
GSE15967,
GSE15968,
GSE15969,
GSE15970,
GSE15972,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=95
GSE15973,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=116
GSE15974,
GSE15975,
GSE15976,
GSE15977,
GSE15978,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15979,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15980,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15981,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15982,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15983,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15984,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15985,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15986,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15987,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15988,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15989,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15990,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15991,
GSE15992,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15993,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15994,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15995,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15996,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15997,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE15998,
GSE15999,
GSE16000,
GSE16001,
GSE16002,
GSE16003,
GSE16004,
GSE16005,
GSE16006,
GSE16007,
GSE16008,
GSE16010,
GSE16011,
GSE16012,
GSE16013,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE16014,
GSE16015,
GSE16016,
GSE16017,
GSE16018,
GSE16019,
GSE16020,
GSE16022,
GSE16023,
GSE16024,
GSE16025,
GSE16026,
GSE16028,
GSE16029,
GSE16030,
GSE16031,
GSE16032,
GSE16033,
GSE16034,
GSE16035,
GSE16036,
GSE16037,
GSE16038,
GSE16039,
GSE16040,
GSE16041,
GSE16042,
GSE16043,
GSE16044,
GSE16046,
GSE16047,
GSE16048,
GSE16049,
GSE16050,
GSE16051,
GSE16053,
GSE16054,
GSE16055,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE16056,
GSE16058,
GSE16059,
GSE16060,
GSE16061,
GSE16062,
GSE16063,
GSE16064,
GSE16065,
GSE16066,
GSE16067,
GSE16068,
GSE16070,
GSE16071,
GSE16072,
GSE16073,
GSE16074,
GSE16075,
GSE16076,
GSE16077,
GSE16078,
GSE16079,
GSE16080,
GSE16081,
GSE16082,
GSE16083,
GSE16085,
GSE16086,
GSE16087,
GSE16088,
GSE16089,
GSE16090,
GSE16091,
GSE16092,
GSE16093,
GSE16095,
GSE16096,
GSE16097,
GSE16098,
GSE16099,
GSE16100,
GSE16101,
GSE16102,
GSE16103,
GSE16104,
GSE16105,
GSE16106,
GSE16107,
GSE16108,
GSE16110,
GSE16111,
GSE16112,
GSE16113,
GSE16114,
GSE16115,
GSE16116,
GSE16118,
GSE16119,
GSE16120,
GSE16121,
GSE16122,
GSE16123,
GSE16124,
GSE16125,http://pierotti.group.ifom-ieo-campus.it/suppl/crc.html
GSE16127,
GSE16128,
GSE16129,
GSE16130,
GSE16131,
GSE16132,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16133,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16134,
GSE16135,
GSE16136,
GSE16137,
GSE16138,
GSE16139,
GSE16140,
GSE16141,
GSE16142,
GSE16143,
GSE16144,
GSE16145,
GSE16146,
GSE16147,
GSE16148,
GSE16149,
GSE16150,
GSE16151,
GSE16152,
GSE16153,
GSE16154,
GSE16155,
GSE16156,
GSE16157,
GSE16158,
GSE16159,
GSE16160,
GSE16161,
GSE16162,
GSE16163,
GSE16168,
GSE16169,
GSE16170,
GSE16171,
GSE16172,
GSE16173,
GSE16174,
GSE16176,
GSE16177,
GSE16178,
GSE16179,
GSE16180,
GSE16181,
GSE16182,
GSE16183,
GSE16184,
GSE16185,
GSE16186,
GSE16187,
GSE16189,
GSE16190,
GSE16191,
GSE16192,
GSE16193,
GSE16194,
GSE16195,
GSE16196,http://www.lri.ccf.org/cancerbio/williams/lab/
GSE16197,
GSE16198,
GSE16199,
GSE16200,
GSE16201,
GSE16207,
GSE16208,
GSE16209,
GSE16210,
GSE16211,
GSE16212,
GSE16213,
GSE16214,
GSE16215,
GSE16218,
GSE16219,
GSE16220,
GSE16221,
GSE16222,
GSE16223,
GSE16224,
GSE16225,
GSE16226,
GSE16227,
GSE16228,
GSE16229,
GSE16230,
GSE16231,
GSE16232,
GSE16233,
GSE16234,
GSE16235,
GSE16236,
GSE16237,
GSE16238,
GSE16239,
GSE16240,
GSE16241,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=104
GSE16242,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=164
GSE16243,
GSE16244,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=163
GSE16245,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE16246,
GSE16247,
GSE16248,http://csrdb.ucdavis.edu/smrnas/
GSE16249,
GSE16251,
GSE16252,
GSE16253,
GSE16254,
GSE16255,http://astor.som.jhmi.edu/~marchion/uroCSC.html
GSE16256,http://www.ncbi.nlm.nih.gov/geo/roadmap/epigenomics/
GSE16258,
GSE16259,
GSE16260,
GSE16261,
GSE16263,
GSE16264,
GSE16265,
GSE16266,
GSE16267,
GSE16268,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16269,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16270,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16271,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16272,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16273,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16274,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16275,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16276,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16277,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16278,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16279,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16280,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16281,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16282,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16283,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16284,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16285,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16286,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16287,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16288,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16289,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16290,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16291,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16292,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16293,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16294,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16295,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16296,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16297,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16298,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16299,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16300,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16301,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16302,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16303,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16304,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16305,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16306,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16307,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16308,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16309,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16310,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16311,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16312,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16313,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16314,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16315,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16316,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16317,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16318,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16319,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16320,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16321,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16322,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16323,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16324,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16325,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16326,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16327,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16328,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16329,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16330,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE16331,
GSE16332,
GSE16333,
GSE16334,
GSE16336,
GSE16337,
GSE16338,
GSE16339,
GSE16340,
GSE16341,
GSE16342,
GSE16344,
GSE16345,
GSE16346,
GSE16347,
GSE16348,
GSE16349,
GSE16350,http://csrdb.ucdavis.edu/smrnas/
GSE16351,
GSE16352,
GSE16353,
GSE16354,
GSE16355,
GSE16356,
GSE16357,
GSE16358,
GSE16359,
GSE16360,
GSE16361,
GSE16362,
GSE16363,
GSE16364,
GSE16365,
GSE16366,
GSE16367,
GSE16368,http://www.ncbi.nlm.nih.gov/geo/roadmap/epigenomics/
GSE16369,
GSE16370,
GSE16371,
GSE16372,
GSE16373,
GSE16374,
GSE16375,
GSE16376,
GSE16377,
GSE16378,
GSE16379,
GSE16380,
GSE16381,
GSE16382,
GSE16383,
GSE16384,
GSE16385,
GSE16386,
GSE16387,
GSE16389,
GSE16390,
GSE16391,
GSE16392,
GSE16393,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=165
GSE16394,
GSE16395,
GSE16396,
GSE16397,
GSE16399,
GSE16400,
GSE16401,
GSE16402,
GSE16404,
GSE16405,
GSE16406,
GSE16407,
GSE16408,
GSE16409,
GSE16411,
GSE16412,
GSE16413,
GSE16414,
GSE16415,
GSE16416,
GSE16417,
GSE16418,
GSE16419,
GSE16420,
GSE16421,
GSE16422,
GSE16423,
GSE16424,
GSE16425,
GSE16427,
GSE16428,
GSE16429,
GSE16430,
GSE16431,
GSE16432,
GSE16433,
GSE16434,
GSE16435,
GSE16436,
GSE16437,
GSE16438,
GSE16439,
GSE16440,
GSE16441,
GSE16442,
GSE16443,
GSE16444,
GSE16445,
GSE16446,
GSE16447,
GSE16448,http://public-contigbrowser.sigenae.org:9090/Crassostrea_gigas/index.html
GSE16449,
GSE16450,
GSE16451,
GSE16452,
GSE16453,
GSE16454,
GSE16455,
GSE16456,
GSE16457,http://urgv.evry.inra.fr/CATdb
GSE16458,
GSE16459,http://urgv.evry.inra.fr/CATdb
GSE16460,
GSE16461,
GSE16462,
GSE16463,
GSE16464,
GSE16465,
GSE16466,
GSE16467,
GSE16468,
GSE16469,
GSE16470,
GSE16471,http://www.nature.com.ezp-prod1.hul.harvard.edu/nature/journal/v464/n7287/suppinfo/nature08794.html
GSE16472,
GSE16473,
GSE16474,
GSE16475,
GSE16476,
GSE16479,
GSE16483,
GSE16484,
GSE16485,
GSE16486,
GSE16487,
GSE16488,
GSE16490,
GSE16491,
GSE16492,
GSE16493,
GSE16494,
GSE16495,
GSE16496,http://brainstars.org/
GSE16497,
GSE16498,http://hugheslab.ccbr.utoronto.ca/supplementary-data/pombe-S2A/
GSE16499,
GSE16500,
GSE16501,
GSE16502,
GSE16503,
GSE16504,
GSE16505,
GSE16506,
GSE16507,
GSE16509,
GSE16510,
GSE16511,
GSE16512,
GSE16513,
GSE16514,
GSE16515,
GSE16516,
GSE16517,
GSE16518,
GSE16519,
GSE16520,
GSE16521,
GSE16522,
GSE16523,
GSE16524,
GSE16525,
GSE16526,
GSE16527,
GSE16529,
GSE16530,
GSE16531,
GSE16532,
GSE16533,
GSE16534,
GSE16535,
GSE16536,
GSE16538,
GSE16540,
GSE16541,
GSE16544,
GSE16545,
GSE16546,
GSE16547,
GSE16548,
GSE16549,
GSE16550,
GSE16551,
GSE16552,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE16553,
GSE16554,
GSE16555,
GSE16556,
GSE16557,
GSE16558,
GSE16559,
GSE16560,
GSE16561,
GSE16562,
GSE16563,
GSE16564,
GSE16565,
GSE16566,
GSE16567,
GSE16568,
GSE16569,
GSE16570,
GSE16571,
GSE16572,
GSE16573,
GSE16574,
GSE16575,
GSE16576,
GSE16577,
GSE16578,
GSE16579,
GSE16580,
GSE16581,
GSE16583,
GSE16584,
GSE16585,
GSE16586,
GSE16587,
GSE16588,
GSE16589,
GSE16590,
GSE16593,
GSE16594,
GSE16595,
GSE16596,
GSE16597,
GSE16598,
GSE16599,
GSE16600,
GSE16601,
GSE16602,
GSE16603,
GSE16604,
GSE16605,
GSE16606,
GSE16607,
GSE16608,
GSE16609,
GSE16610,
GSE16611,
GSE16613,http://www.microarray.fr
GSE16614,
GSE16615,
GSE16617,
GSE16618,
GSE16619,
GSE16621,
GSE16622,
GSE16623,
GSE16624,
GSE16625,
GSE16626,
GSE16627,
GSE16628,
GSE16629,
GSE16630,
GSE16631,
GSE16632,
GSE16633,
GSE16634,
GSE16636,http://www.microarray.fr
GSE16637,
GSE16640,
GSE16642,
GSE16643,
GSE16644,
GSE16645,
GSE16646,
GSE16647,
GSE16648,
GSE16649,
GSE16650,
GSE16651,
GSE16652,
GSE16653,
GSE16654,
GSE16655,
GSE16656,
GSE16657,
GSE16658,
GSE16659,
GSE16660,
GSE16661,
GSE16662,
GSE16663,
GSE16664,
GSE16665,
GSE16666,
GSE16667,
GSE16668,
GSE16669,
GSE16670,
GSE16671,
GSE16672,
GSE16673,
GSE16674,
GSE16675,
GSE16676,
GSE16677,
GSE16678,
GSE16679,
GSE16680,
GSE16681,
GSE16682,
GSE16683,
GSE16684,
GSE16686,
GSE16687,
GSE16688,
GSE16689,
GSE16690,
GSE16691,
GSE16692,
GSE16693,
GSE16694,
GSE16695,
GSE16696,
GSE16697,
GSE16698,
GSE16699,
GSE16700,
GSE16702,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE16703,
GSE16705,
GSE16706,
GSE16707,
GSE16708,
GSE16709,
GSE16710,
GSE16712,
GSE16713,
GSE16714,
GSE16715,
GSE16716,http://edkb.fda.gov/MAQC/
GSE16717,
GSE16718,
GSE16719,
GSE16720,
GSE16721,
GSE16722,
GSE16723,
GSE16724,
GSE16725,
GSE16726,
GSE16727,
GSE16728,
GSE16729,
GSE16730,
GSE16731,
GSE16732,
GSE16733,
GSE16734,
GSE16735,
GSE16736,
GSE16737,
GSE16738,
GSE16739,
GSE16740,
GSE16741,
GSE16742,
GSE16743,
GSE16744,
GSE16745,
GSE16746,
GSE16747,
GSE16748,
GSE16749,
GSE16750,http://www.microarray.fr
GSE16751,
GSE16752,
GSE16753,
GSE16754,
GSE16755,
GSE16756,
GSE16757,
GSE16758,
GSE16759,
GSE16760,
GSE16761,
GSE16762,
GSE16763,
GSE16765,
GSE16766,
GSE16767,
GSE16768,
GSE16769,
GSE16770,
GSE16771,
GSE16772,
GSE16773,
GSE16775,http://www.microarray.fr
GSE16776,http://www.microarray.fr
GSE16777,
GSE16778,
GSE16779,
GSE16780,
GSE16783,
GSE16784,
GSE16785,
GSE16786,
GSE16787,
GSE16789,
GSE16790,
GSE16791,
GSE16792,
GSE16793,http://www.plexdb.org/modules/PD_browse/experiment_browser.php?experiment=OS3
GSE16795,
GSE16796,
GSE16797,
GSE16798,
GSE16799,
GSE16800,
GSE16801,
GSE16802,
GSE16803,
GSE16804,
GSE16805,
GSE16811,
GSE16816,
GSE16836,
GSE16837,
GSE16838,
GSE16839,
GSE16841,
GSE16842,
GSE16844,
GSE16845,
GSE16846,
GSE16847,
GSE16848,
GSE16849,
GSE16852,
GSE16853,
GSE16854,
GSE16855,
GSE16856,
GSE16857,
GSE16858,
GSE16859,
GSE16860,
GSE16865,
GSE16866,
GSE16868,
GSE16869,
GSE16870,
GSE16872,
GSE16873,
GSE16874,
GSE16875,
GSE16876,
GSE16877,
GSE16878,
GSE16879,
GSE16880,
GSE16882,
GSE16883,
GSE16884,
GSE16885,
GSE16886,
GSE16887,
GSE16888,
GSE16889,
GSE16890,
GSE16891,
GSE16892,
GSE16893,
GSE16894,
GSE16895,
GSE16896,
GSE16897,
GSE16898,
GSE16899,
GSE16900,
GSE16901,
GSE16902,
GSE16903,
GSE16904,
GSE16905,
GSE16906,
GSE16907,
GSE16908,
GSE16909,
GSE16910,
GSE16911,
GSE16912,
GSE16913,
GSE16914,
GSE16915,
GSE16916,
GSE16917,
GSE16918,
GSE16919,
GSE16920,
GSE16921,
GSE16922,
GSE16923,
GSE16924,
GSE16925,
GSE16926,
GSE16930,
GSE16934,
GSE16935,
GSE16936,
GSE16937,
GSE16938,
GSE16939,
GSE16940,
GSE16941,
GSE16942,
GSE16943,
GSE16944,
GSE16945,
GSE16946,
GSE16948,
GSE16954,
GSE16955,
GSE16956,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=202
GSE16957,
GSE16958,
GSE16959,
GSE16960,
GSE16961,
GSE16962,
GSE16963,
GSE16964,
GSE16965,
GSE16966,
GSE16967,
GSE16968,
GSE16969,
GSE16970,
GSE16971,
GSE16972,
GSE16973,
GSE16974,
GSE16977,
GSE16978,
GSE16979,
GSE16980,
GSE16981,
GSE16982,
GSE16983,
GSE16984,http://breast-cancer-research.com/content/13/5/R92/
GSE16985,
GSE16986,
GSE16987,http://breast-cancer-research.com/content/13/5/R92/
GSE16988,
GSE16991,
GSE16992,
GSE16994,
GSE16996,
GSE16997,
GSE16998,
GSE16999,
GSE17000,
GSE17001,
GSE17002,
GSE17003,
GSE17004,
GSE17006,
GSE17007,
GSE17009,
GSE17010,
GSE17011,
GSE17012,
GSE17013,
GSE17014,
GSE17015,
GSE17016,
GSE17018,
GSE17019,
GSE17020,
GSE17021,http://www.AltAnalyze.org
GSE17022,
GSE17023,
GSE17024,
GSE17025,
GSE17026,
GSE17027,
GSE17029,
GSE17031,
GSE17032,
GSE17033,
GSE17034,
GSE17035,
GSE17036,
GSE17037,
GSE17038,
GSE17039,
GSE17040,
GSE17041,
GSE17042,
GSE17043,
GSE17044,
GSE17045,
GSE17046,
GSE17047,
GSE17048,
GSE17049,
GSE17050,
GSE17051,
GSE17052,
GSE17053,
GSE17054,
GSE17055,
GSE17056,
GSE17057,
GSE17058,
GSE17059,
GSE17060,
GSE17061,
GSE17062,
GSE17063,http://www.microarray.fr
GSE17064,
GSE17065,
GSE17066,
GSE17067,
GSE17068,
GSE17069,
GSE17070,
GSE17071,
GSE17072,
GSE17073,
GSE17074,
GSE17075,
GSE17076,
GSE17077,
GSE17078,
GSE17079,
GSE17080,
GSE17081,
GSE17082,
GSE17083,
GSE17084,
GSE17085,
GSE17086,
GSE17087,
GSE17088,
GSE17089,
GSE17090,
GSE17091,
GSE17092,
GSE17093,
GSE17094,
GSE17095,
GSE17096,
GSE17097,
GSE17098,
GSE17099,
GSE17100,
GSE17101,
GSE17102,
GSE17104,
GSE17105,
GSE17106,
GSE17107,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE17108,
GSE17109,
GSE17110,
GSE17111,
GSE17112,
GSE17113,
GSE17114,
GSE17115,
GSE17116,
GSE17117,
GSE17118,
GSE17119,
GSE17120,
GSE17121,
GSE17122,
GSE17123,
GSE17124,
GSE17125,
GSE17126,
GSE17127,
GSE17128,
GSE17129,
GSE17130,
GSE17131,
GSE17132,
GSE17133,
GSE17134,
GSE17135,
GSE17136,
GSE17137,
GSE17138,http://www.gudmap.org
GSE17139,http://www.gudmap.org
GSE17140,
GSE17141,http://www.gudmap.org
GSE17142,http://www.gudmap.org
GSE17143,http://www.gudmap.org
GSE17144,
GSE17145,http://www.gudmap.org
GSE17147,
GSE17149,
GSE17153,
GSE17154,
GSE17155,
GSE17156,
GSE17158,
GSE17159,
GSE17160,
GSE17162,
GSE17164,
GSE17165,
GSE17166,
GSE17167,
GSE17168,
GSE17169,
GSE17170,
GSE17171,
GSE17172,
GSE17178,
GSE17179,
GSE17180,
GSE17181,
GSE17182,
GSE17183,
GSE17184,
GSE17185,
GSE17186,
GSE17187,
GSE17188,
GSE17189,
GSE17190,
GSE17191,
GSE17192,
GSE17193,
GSE17194,
GSE17195,
GSE17197,
GSE17201,
GSE17202,
GSE17203,
GSE17204,
GSE17205,
GSE17206,
GSE17207,
GSE17208,
GSE17209,
GSE17210,
GSE17211,
GSE17212,
GSE17213,
GSE17214,
GSE17215,
GSE17216,
GSE17218,
GSE17219,http://urgv.evry.inra.fr/CATdb
GSE17220,http://urgv.evry.inra.fr/CATdb
GSE17221,
GSE17222,
GSE17223,http://urgv.evry.inra.fr/CATdb
GSE17224,
GSE17225,http://urgv.evry.inra.fr/CATdb
GSE17226,http://urgv.evry.inra.fr/CATdb
GSE17227,
GSE17229,
GSE17230,http://urgv.evry.inra.fr/CATdb
GSE17231,
GSE17232,
GSE17233,
GSE17234,
GSE17235,
GSE17236,
GSE17237,
GSE17238,http://www.plexdb.org/modules/PD_browse/experiment_browser.php?experiment=BB74
GSE17239,
GSE17240,http://www.plexdb.org/modules/PD_browse/experiment_browser.php?experiment=BB75
GSE17241,
GSE17242,
GSE17243,
GSE17245,
GSE17246,
GSE17247,
GSE17248,
GSE17249,
GSE17250,
GSE17251,
GSE17253,http://urgv.evry.inra.fr/CATdb
GSE17254,
GSE17255,
GSE17256,
GSE17257,
GSE17258,
GSE17259,
GSE17260,
GSE17262,
GSE17263,
GSE17264,
GSE17265,
GSE17266,
GSE17267,
GSE17268,
GSE17269,
GSE17271,
GSE17272,
GSE17273,
GSE17274,
GSE17275,http://bioinfo.lbhc.hcancer.org.br/arraydata/melanoma_humano/samples/
GSE17276,
GSE17277,
GSE17278,
GSE17279,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17280,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17281,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17282,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
